nX,EulerClassic,EulerSwept,HeatClassic,HeatSwept
513000.0,4244.455142970636,1322.2273257006304,522.6621616856689,29.493227056091307
763000.0,4768.742200880672,1965.3638119957386,498.34528746490037,39.32432870976766
1012000.0,5748.474246743612,2631.876851576451,578.0685727234776,55.46340191249518
2514000.0,10894.095027238745,6175.37176001035,804.4243592464848,124.03451655058207
5012000.0,18271.19761366672,12285.533007620434,1006.3056608639785,249.94838610617245
7511000.0,27874.687323475922,18367.719164942904,1691.7676311351672,369.14834051590157
10013000.0,40559.136224703216,24301.276305729993,2090.4766572396475,473.8233053906588
