tpb,gpuA,nX,time
320,8.0000,122880,537.94485331
320,16.0000,107520,423.67887497
320,24.0000,122880,436.86249852
320,32.0000,92160,368.21636558
320,40.0000,102400,430.76923490
320,48.0000,112640,484.33735967
320,56.0000,122880,544.85762119
320,64.0000,133120,606.59199953
320,72.0000,143360,665.08749127
320,80.0000,153600,724.03675318
320,0.0000,998400,4434.88985300
320,8.0000,1013760,3755.47385216
320,16.0000,1003520,4538.99312019
320,24.0000,1024000,2907.78961778
320,32.0000,1013760,2683.08335543
320,40.0000,1024000,3030.65174818
320,48.0000,1013760,3264.00065422
320,56.0000,1044480,3580.45050502
320,64.0000,998400,3609.53360796
320,72.0000,1003520,3779.35713530
320,80.0000,998400,3896.91102505
320,0.0000,10009600,84816.32712483
320,8.0000,10014720,71066.37823582
320,16.0000,9999360,60885.78051329
320,24.0000,9994240,53168.28799248
320,32.0000,9999360,47254.22900915
320,40.0000,10035200,42994.83999610
320,48.0000,10024960,38565.42661786
320,56.0000,10014720,35888.66573572
320,64.0000,9984000,34810.21025777
320,72.0000,10035200,36527.75350213
320,80.0000,9984000,37688.92323971
384,0.0000,122880,701.94900036
384,8.0000,110592,486.36451364
384,16.0000,129024,488.93424869
384,24.0000,98304,378.14137340
384,32.0000,110592,417.22124815
384,40.0000,122880,481.81948066
384,48.0000,135168,550.17411709
384,56.0000,147456,620.23961544
384,64.0000,159744,696.56962156
384,72.0000,86016,450.86136460
384,80.0000,92160,478.57362032
384,0.0000,1013760,4511.34526730
384,8.0000,995328,3660.39863229
384,16.0000,1032192,3264.56338167
384,24.0000,1032192,3709.19701457
384,32.0000,995328,2617.92674661
384,40.0000,1044480,3045.35073042
384,48.0000,1013760,3217.37736464
384,56.0000,1032192,3488.66251111
384,64.0000,1038336,3696.56813145
384,72.0000,1032192,3829.79351282
384,80.0000,1013760,3902.66788006
384,0.0000,10014720,85483.94575715
384,8.0000,10027008,70789.57238793
384,16.0000,10020864,60938.33950162
384,24.0000,10027008,53669.75274682
384,32.0000,10008576,47226.86436772
384,40.0000,10014720,42434.18487906
384,48.0000,10002432,38508.77612829
384,56.0000,10027008,35750.61589479
384,64.0000,9984000,34289.27299380
384,72.0000,10063872,36093.43987703
384,80.0000,10045440,37352.86673903
448,0.0000,107520,631.02900982
448,8.0000,129024,554.73238230
448,16.0000,100352,416.68376327
448,24.0000,114688,411.07386351
448,32.0000,129024,488.90775442
448,40.0000,143360,576.08777285
448,48.0000,157696,665.12975097
448,56.0000,86016,449.65174794
448,64.0000,93184,490.52301049
448,72.0000,100352,532.83625841
448,80.0000,107520,571.85164094
448,0.0000,1003520,4471.81361914
448,8.0000,1032192,3792.82411933
448,16.0000,1003520,3233.31749439
448,24.0000,1032192,2907.81486034
448,32.0000,1032192,2877.02661753
448,40.0000,1003520,3133.60363245
448,48.0000,1025024,3472.97662497
448,56.0000,1032192,3731.79075122
448,64.0000,1025024,3897.97797799
448,72.0000,1003520,3984.16736722
448,80.0000,1075200,4415.21725059
448,0.0000,9999360,85348.06236625
448,8.0000,10020864,71051.03987455
448,16.0000,10035200,60772.57099748
448,24.0000,10035200,53654.66800332
448,32.0000,9999360,47757.92413950
448,40.0000,10035200,42657.03776479
448,48.0000,10013696,38626.85087323
448,56.0000,10063872,35590.81938863
448,64.0000,10063872,37095.40948272
448,72.0000,10035200,38625.04374981
448,80.0000,9999360,39899.74123239
512,0.0000,122880,711.46023273
512,8.0000,98304,459.77661014
512,16.0000,114688,439.09150362
512,24.0000,131072,448.49377871
512,32.0000,147456,529.46889400
512,40.0000,81920,396.86951041
512,48.0000,90112,435.19935012
512,56.0000,98304,493.54925752
512,64.0000,106496,531.49586916
512,72.0000,114688,579.15514708
512,80.0000,122880,629.07174230
512,0.0000,1024000,4557.85888433
512,8.0000,1032192,3796.77948356
512,16.0000,1032192,3264.98538256
512,24.0000,1048576,2915.03861547
512,32.0000,1032192,2819.64048743
512,40.0000,983040,3010.49637794
512,48.0000,991232,3300.96173286
512,56.0000,983040,3492.57436395
512,64.0000,1064960,3964.97625113
512,72.0000,1032192,4014.64524865
512,80.0000,983040,3968.47763658
512,0.0000,9994240,84801.85225606
512,8.0000,10027008,71214.85549211
512,16.0000,10035200,60659.06462073
512,24.0000,10027008,53122.00912833
512,32.0000,10027008,47634.80249047
512,40.0000,9994240,42766.68062806
512,48.0000,10002432,38554.71163988
512,56.0000,10027008,35418.01625490
512,64.0000,10010624,36538.17537427
512,72.0000,9977856,38049.71063137
512,80.0000,10076160,39801.79700255
576,0.0000,92160,567.73814559
576,8.0000,110592,488.86525631
576,16.0000,129024,496.88038230
576,24.0000,147456,494.82738972
576,32.0000,82944,368.38087440
576,40.0000,92160,430.81274629
576,48.0000,101376,482.24011064
576,56.0000,110592,540.03137350
576,64.0000,119808,588.04988861
576,72.0000,129024,637.63573766
576,80.0000,138240,695.33887506
576,0.0000,1013760,4840.31623602
576,8.0000,995328,4782.49588609
576,16.0000,1032192,3277.16800570
576,24.0000,1032192,2881.78938627
576,32.0000,995328,2745.41997910
576,40.0000,1013760,3133.57013464
576,48.0000,1013760,3407.85160661
576,56.0000,995328,3559.84523892
576,64.0000,1078272,4056.38936162
576,72.0000,1032192,4052.32349038
576,80.0000,967680,3949.79637861
576,0.0000,9999360,84673.47511649
576,8.0000,10008576,70762.96937466
576,16.0000,9999360,61066.37826562
576,24.0000,10027008,53453.30348611
576,32.0000,10036224,47257.16039538
576,40.0000,10045440,43092.10401773
576,48.0000,10036224,38866.82137847
576,56.0000,10063872,35596.62887454
576,64.0000,10063872,36862.48722672
576,72.0000,10063872,38505.99938631
576,80.0000,10091520,40011.15399599
640,0.0000,102400,609.17225480
640,8.0000,122880,539.08801079
640,16.0000,143360,556.18351698
640,24.0000,81920,366.20962620
640,32.0000,92160,463.40501308
640,40.0000,102400,537.34499216
640,48.0000,112640,612.58175969
640,56.0000,122880,685.46986580
640,64.0000,133120,756.30238652
640,72.0000,143360,955.49625158
640,80.0000,153600,1070.33237815
640,0.0000,1024000,5032.25135803
640,8.0000,1044480,3843.09688210
640,16.0000,1003520,3194.14314628
640,24.0000,983040,2982.55664110
640,32.0000,1013760,3557.53287673
640,40.0000,1024000,4066.11537933
640,48.0000,1013760,4357.79464245
640,56.0000,983040,4504.78965044
640,64.0000,1064960,5162.35527396
640,72.0000,1003520,5067.25010276
640,80.0000,1075200,5607.55786300
640,0.0000,10035200,85516.82448387
640,8.0000,10014720,70573.89050722
640,16.0000,10035200,61004.82112169
640,24.0000,9994240,53475.13300180
640,32.0000,10045440,47313.52025270
640,40.0000,10035200,42527.65312791
640,48.0000,10024960,41898.81613851
640,56.0000,10076160,45029.54775095
640,64.0000,9984000,47054.75476384
640,72.0000,10035200,49385.17850637
640,80.0000,9984000,50964.28099275
704,0.0000,112640,666.72962904
704,8.0000,135168,592.45038033
704,16.0000,157696,592.51585603
704,24.0000,90112,414.52649236
704,32.0000,101376,502.38475204
704,40.0000,112640,753.25539708
704,48.0000,123904,725.70148110
704,56.0000,135168,1188.60164285
704,64.0000,146432,829.44899797
704,72.0000,157696,908.94138813
704,80.0000,168960,991.16837978
704,0.0000,1013760,4495.70974708
704,8.0000,1013760,3730.17323017
704,16.0000,1025024,3233.59313607
704,24.0000,991232,2981.40725493
704,32.0000,1013760,3563.47689033
704,40.0000,1013760,3975.17287731
704,48.0000,991232,4249.02486801
704,56.0000,1081344,4925.84675550
704,64.0000,1025024,4929.16575074
704,72.0000,1103872,5522.64487743
704,80.0000,1013760,5257.58937001
704,0.0000,10024960,85044.30386424
704,8.0000,10002432,70662.97900677
704,16.0000,10013696,60901.26976371
704,24.0000,10002432,53694.35575604
704,32.0000,10036224,47262.28186488
704,40.0000,10024960,42675.37310719
704,48.0000,10036224,41653.48225832
704,56.0000,10002432,44377.85300612
704,64.0000,10103808,47268.88322830
704,72.0000,10092544,49339.91011977
704,80.0000,9968640,50533.91063213
768,0.0000,122880,698.23837280
768,8.0000,147456,634.99751687
768,16.0000,86016,652.47336030
768,24.0000,98304,539.50360417
768,32.0000,110592,739.30361867
768,40.0000,122880,850.40336847
768,48.0000,135168,690.30338526
768,56.0000,147456,774.89125729
768,64.0000,159744,857.29625821
768,72.0000,172032,945.16173005
768,80.0000,184320,1033.88237953
768,0.0000,1044480,4636.42039895
768,8.0000,1032192,3805.03687263
768,16.0000,1032192,3274.76564050
768,24.0000,983040,2905.36838770
768,32.0000,995328,3399.72662926
768,40.0000,983040,3746.73488736
768,48.0000,1081344,4491.31277204
768,56.0000,1032192,4586.23063564
768,64.0000,1118208,5179.77926135
768,72.0000,1032192,5009.00098681
768,80.0000,1105920,5523.66438508
768,0.0000,10014720,84660.42339802
768,8.0000,10027008,70743.46625805
768,16.0000,10063872,61348.25712442
768,24.0000,10027008,53704.01951671
768,32.0000,10063872,47331.90113306
768,40.0000,10076160,42670.10012269
768,48.0000,10002432,40221.65790200
768,56.0000,10027008,43088.29963207
768,64.0000,10063872,45613.38260770
768,72.0000,9977856,47241.27149582
768,80.0000,10137600,49758.23000073
64,0.0000,5002240,42353.58712077
64,8.0000,5001216,35342.79826283
64,16.0000,5003264,29792.14850068
64,24.0000,5005312,25123.15300107
64,32.0000,5004288,21329.39937711
64,40.0000,5007360,16702.99148560
64,48.0000,5001216,15035.10564566
64,56.0000,5001216,16061.67137623
64,64.0000,5005312,16952.45635509
64,72.0000,5003264,17694.81289387
64,80.0000,5007360,18359.02974009
128,0.0000,5007360,42672.81863093
128,8.0000,5001216,35082.84786344
128,16.0000,5003264,29745.34186721
128,24.0000,4997120,24852.88938880
128,32.0000,5013504,21726.91300511
128,40.0000,4997120,17427.76024342
128,48.0000,5001216,15049.07160997
128,56.0000,5013504,16119.01199818
128,64.0000,5005312,16970.57375312
128,72.0000,5017600,17765.04176855
128,80.0000,5007360,18380.90062141
192,0.0000,5007360,42474.22000766
192,8.0000,5013504,35191.50951505
192,16.0000,5010432,30304.34122682
192,24.0000,5013504,25662.50374913
192,32.0000,5004288,21048.67687821
192,40.0000,5007360,17427.77711153
192,48.0000,5001216,15180.13027310
192,56.0000,5013504,16262.41350174
192,64.0000,4992000,17074.63887334
192,72.0000,5031936,17972.58964181
192,80.0000,5022720,18603.35299373
256,0.0000,4997120,42409.40088034
256,8.0000,5013504,36162.98988461
256,16.0000,5017600,29843.24312210
256,24.0000,5013504,25077.30436325
256,32.0000,5013504,21158.93101692
256,40.0000,4997120,17419.55760121
256,48.0000,5001216,15157.36424923
256,56.0000,5013504,16233.78688097
256,64.0000,5005312,17091.20377898
256,72.0000,4988928,17787.40236163
256,80.0000,5038080,18624.18785691
320,0.0000,5017600,43559.21912193
320,8.0000,5007360,35144.37177777
320,16.0000,5017600,30066.23136997
320,24.0000,4997120,25248.03549051
320,32.0000,5022720,20712.50364184
320,40.0000,5017600,17673.50798845
320,48.0000,5012480,15588.42426538
320,56.0000,5038080,16723.86375070
320,64.0000,4992000,17469.45825219
320,72.0000,5017600,18339.35013413
320,80.0000,4992000,18913.98036480
384,0.0000,5007360,42502.81211734
384,8.0000,5013504,35876.16026401
384,16.0000,5031936,29829.63150740
384,24.0000,5013504,25346.58160806
384,32.0000,5031936,21133.81013274
384,40.0000,5038080,17127.65750289
384,48.0000,5001216,15389.48214054
384,56.0000,5013504,16390.48376679
384,64.0000,5031936,17342.62749553
384,72.0000,4988928,17957.58000016
384,80.0000,5068800,18913.06698322
448,0.0000,5017600,42637.59911060
448,8.0000,5031936,35770.52161097
448,16.0000,5017600,29720.47725320
448,24.0000,4988928,25070.40238380
448,32.0000,5031936,21899.49923754
448,40.0000,5017600,17810.84725261
448,48.0000,5046272,16562.06375360
448,56.0000,4988928,17502.85038352
448,64.0000,5031936,18615.21375179
448,72.0000,5017600,19385.62962413
448,80.0000,5053440,20236.26250029
512,0.0000,4997120,42211.51477098
512,8.0000,5013504,35394.70875263
512,16.0000,4988928,30813.86563182
512,24.0000,5046272,25940.56060910
512,32.0000,5013504,21340.51325917
512,40.0000,4997120,17236.64727807
512,48.0000,5046272,16288.01426291
512,56.0000,5013504,17303.90074849
512,64.0000,5005312,18224.81536865
512,72.0000,5046272,19208.00337195
512,80.0000,5038080,19896.02985978
576,0.0000,5022720,42707.15451240
576,8.0000,5031936,35820.49137354
576,16.0000,5031936,29887.45209575
576,24.0000,5013504,25194.50798631
576,32.0000,5059584,21369.09663677
576,40.0000,5068800,17821.98724151
576,48.0000,5068800,16502.05600262
576,56.0000,4976640,17319.58475709
576,64.0000,5031936,18472.98848629
576,72.0000,5031936,19296.97009921
576,80.0000,4976640,19792.20187664
640,0.0000,5017600,42792.98463464
640,8.0000,5038080,35392.43537188
640,16.0000,5017600,29986.23502254
640,24.0000,4997120,24987.73574829
640,32.0000,5068800,21345.27862072
640,40.0000,5017600,19305.30238152
640,48.0000,5068800,21245.68110704
640,56.0000,5038080,22589.01023865
640,64.0000,5058560,23915.44723511
640,72.0000,5017600,24760.41373610
640,80.0000,5068800,25930.30312657
704,0.0000,5012480,42310.25788188
704,8.0000,5001216,35059.03750658
704,16.0000,5046272,29914.92527723
704,24.0000,5046272,25924.81499910
704,32.0000,5068800,22161.27061844
704,40.0000,5068800,19353.97890210
704,48.0000,5080064,21163.56498003
704,56.0000,5001216,22270.29937506
704,64.0000,4978688,23389.73134756
704,72.0000,5046272,24748.32299352
704,80.0000,5068800,25756.02650642
768,0.0000,5038080,42388.58962059
768,8.0000,5013504,36118.21937561
768,16.0000,4988928,29630.66613674
768,24.0000,5013504,25351.36464238
768,32.0000,4976640,21050.81337690
768,40.0000,5038080,18640.53025842
768,48.0000,5001216,20165.21760821
768,56.0000,5013504,21612.94376850
768,64.0000,5111808,23248.68348241
768,72.0000,4988928,23702.06725597
768,80.0000,4976640,24490.13337493
