tpb,gpuA,nX,time
512,32.0000,10027008,28329.62436572
512,40.0000,9994240,31767.44852865
512,48.0000,10002432,34675.64867248
512,56.0000,10027008,37172.79836299
512,64.0000,10010624,39148.51065548
512,72.0000,9977856,40757.80481337
512,80.0000,10076160,42690.35813946
576,0.0000,92160,489.26071814
576,8.0000,110592,393.78961741
576,16.0000,129024,396.80093004
576,24.0000,147456,393.37816527
576,32.0000,82944,245.45750423
576,40.0000,92160,294.85720640
576,48.0000,101376,345.60234110
576,56.0000,110592,394.63622412
576,64.0000,119808,447.27947047
576,72.0000,129024,495.75120501
576,80.0000,138240,548.73000344
576,0.0000,1013760,4355.12645087
576,8.0000,995328,3544.25437734
576,16.0000,1032192,3146.67202227
576,24.0000,1032192,2757.09615116
576,32.0000,995328,2561.91165010
576,40.0000,1013760,2926.68321676
576,48.0000,1013760,3193.26510671
576,56.0000,995328,3349.51351261
576,64.0000,1078272,3823.36064970
576,72.0000,1032192,3819.79349180
576,80.0000,967680,3719.83380113
576,0.0000,9999360,43027.46016844
576,8.0000,10008576,35710.01377835
576,16.0000,9999360,30542.29299344
576,24.0000,10027008,26797.13122677
576,32.0000,10036224,25615.65289604
576,40.0000,10045440,28838.08430989
576,48.0000,10036224,31428.99925481
576,56.0000,10063872,33706.84161637
576,64.0000,10063872,35556.13050335
576,72.0000,10063872,37129.60723316
576,80.0000,10091520,38622.51742193
640,0.0000,102400,534.09644786
640,8.0000,122880,436.81751864
640,16.0000,143360,437.30858494
640,24.0000,81920,218.49081797
640,32.0000,92160,248.79790989
640,40.0000,102400,299.04497605
640,48.0000,112640,350.69167030
640,56.0000,122880,400.43405458
640,64.0000,133120,453.34153316
640,72.0000,143360,502.85394285
640,80.0000,153600,556.37277809
640,0.0000,1024000,4403.20553733
640,8.0000,1044480,3717.44229513
640,16.0000,1003520,3064.82280002
640,24.0000,983040,2626.97894199
640,32.0000,1013760,2413.53295597
640,40.0000,1024000,2699.89312864
640,48.0000,1013760,2917.02624630
640,56.0000,983040,3022.68380628
640,64.0000,1064960,3455.19474324
640,72.0000,1003520,3398.13837234
640,80.0000,1075200,3771.51337909
640,0.0000,10035200,43083.75672382
640,8.0000,10014720,35706.04017552
640,16.0000,10035200,30668.35821259
640,24.0000,9994240,26692.00870921
640,32.0000,10045440,23861.10013022
640,40.0000,10035200,26294.48528968
640,48.0000,10024960,28651.29618668
640,56.0000,10076160,30801.09912975
640,64.0000,9984000,32176.57807411
640,72.0000,10035200,33786.14362548
640,80.0000,9984000,34863.27143276
704,0.0000,112640,580.99824803
704,8.0000,135168,485.62413148
704,16.0000,157696,483.76001388
704,24.0000,90112,241.94008277
704,32.0000,101376,253.03420342
704,40.0000,112640,312.91107415
704,48.0000,123904,356.65823301
704,56.0000,135168,407.44589605
704,64.0000,146432,461.13907937
704,72.0000,157696,511.49269456
704,80.0000,168960,565.99704880
704,0.0000,1013760,4349.00926271
704,8.0000,1013760,3606.36610405
704,16.0000,1025024,3121.77015270
704,24.0000,991232,2647.46304086
704,32.0000,1013760,2400.77976535
704,40.0000,1013760,2474.76432517
704,48.0000,991232,2645.70912118
704,56.0000,1081344,3074.29655503
704,64.0000,1025024,3074.47763653
704,72.0000,1103872,3461.37933698
704,80.0000,1013760,3297.53494428
704,0.0000,10024960,42839.35314582
704,8.0000,10002432,35874.37968834
704,16.0000,10013696,30590.40625458
704,24.0000,10002432,26699.95887713
704,32.0000,10036224,23812.43415383
704,40.0000,10024960,24303.77594332
704,48.0000,10036224,26546.82992122
704,56.0000,10002432,28293.87981312
704,64.0000,10103808,30144.91798849
704,72.0000,10092544,31451.41254654
704,80.0000,9968640,32217.74074753
768,0.0000,122880,628.39146848
768,8.0000,147456,524.49794472
768,16.0000,86016,262.14908260
768,24.0000,98304,263.21861633
768,32.0000,110592,262.10755572
768,40.0000,122880,308.89157061
768,48.0000,135168,362.20723229
768,56.0000,147456,413.87671995
768,64.0000,159744,468.08139760
768,72.0000,172032,519.63774040
768,80.0000,184320,576.25995819
768,0.0000,1044480,4480.27313795
768,8.0000,1032192,3665.46450428
768,16.0000,1032192,3151.74382440
768,24.0000,983040,2625.18435024
768,32.0000,995328,2355.69999777
768,40.0000,983040,2242.79251325
768,48.0000,1081344,2686.34934296
768,56.0000,1032192,2741.05728135
768,64.0000,1118208,3123.40987283
768,72.0000,1032192,3017.74614310
768,80.0000,1105920,3352.16143912
768,0.0000,10014720,42782.31166707
768,8.0000,10027008,35701.45189531
768,16.0000,10063872,30754.78731315
768,24.0000,10027008,26972.12390544
768,32.0000,10063872,23993.25728878
768,40.0000,10076160,22734.36494229
768,48.0000,10002432,24622.75967348
768,56.0000,10027008,26395.93955043
768,64.0000,10063872,27950.07616975
768,72.0000,9977856,28938.04057046
768,80.0000,10137600,30496.04418550
64,0.0000,5002240,21541.06835643
64,8.0000,5001216,17925.74327387
64,16.0000,5003264,15452.52717898
64,24.0000,5005312,13472.85491264
64,32.0000,5004288,11951.19496829
64,40.0000,5007360,11546.59280996
64,48.0000,5001216,12582.98177681
64,56.0000,5001216,13451.87175774
64,64.0000,5005312,14205.28368798
64,72.0000,5003264,14828.10017591
64,80.0000,5007360,15388.94097962
128,0.0000,5007360,21983.79106849
128,8.0000,5001216,17916.48243172
128,16.0000,5003264,15334.51320166
128,24.0000,4997120,13393.40251518
128,32.0000,5013504,11934.91235910
128,40.0000,4997120,11375.03123735
128,48.0000,5001216,12312.57558106
128,56.0000,5013504,13195.25957820
128,64.0000,5005312,13902.59810890
128,72.0000,5017600,14555.12075904
128,80.0000,5007360,15068.92467044
192,0.0000,5007360,21449.19394974
192,8.0000,5013504,17898.16791221
192,16.0000,5010432,15333.26216870
192,24.0000,5013504,13841.31051600
192,32.0000,5004288,11927.76152184
192,40.0000,5007360,11190.44890243
192,48.0000,5001216,12189.15003396
192,56.0000,5013504,13067.33347121
192,64.0000,4992000,13733.09101022
192,72.0000,5031936,14447.46997385
192,80.0000,5022720,14951.87076193
256,0.0000,4997120,21389.62723788
256,8.0000,5013504,17866.63838559
256,16.0000,5017600,15366.23288005
256,24.0000,5013504,13403.76736508
256,32.0000,5013504,11935.43689118
256,40.0000,4997120,11265.10218259
256,48.0000,5001216,12295.58335174
256,56.0000,5013504,13187.42163361
256,64.0000,5005312,13878.51859724
256,72.0000,4988928,14443.56708181
256,80.0000,5038080,15129.18006333
320,0.0000,5017600,21453.45137261
320,8.0000,5007360,17919.34255916
320,16.0000,5017600,15361.67721347
320,24.0000,4997120,13355.60334201
320,32.0000,5022720,11942.34183519
320,40.0000,5017600,13132.77004969
320,48.0000,5012480,14284.58366064
320,56.0000,5038080,15353.16534562
320,64.0000,4992000,16043.34048115
320,72.0000,5017600,16844.44369656
320,80.0000,4992000,17377.44864261
384,0.0000,5007360,21432.06672063
384,8.0000,5013504,17820.86816809
384,16.0000,5031936,15385.83358365
384,24.0000,5013504,13425.48051524
384,32.0000,5031936,11983.49195340
384,40.0000,5038080,11424.73175885
384,48.0000,5001216,12366.91618604
384,56.0000,5013504,13254.68030123
384,64.0000,5031936,14033.24504102
384,72.0000,4988928,14530.87821839
384,80.0000,5068800,15311.49169046
448,0.0000,5017600,21478.42376005
448,8.0000,5031936,18300.93651300
448,16.0000,5017600,15330.75856666
448,24.0000,4988928,13422.90092910
448,32.0000,5031936,16035.41768614
448,40.0000,5017600,17980.58221383
448,48.0000,5046272,19728.36084546
448,56.0000,4988928,20867.43925299
448,64.0000,5031936,22201.02541503
448,72.0000,5017600,23123.68142699
448,80.0000,5053440,24151.65523925
512,0.0000,4997120,21389.47234267
512,8.0000,5013504,18210.99478929
512,16.0000,4988928,15245.14075191
512,24.0000,5046272,13495.58891167
512,32.0000,5013504,14184.93838892
512,40.0000,4997120,15904.71788650
512,48.0000,5046272,17507.14074643
512,56.0000,5013504,18594.92817450
512,64.0000,5005312,19584.56076682
512,72.0000,5046272,20624.62710790
512,80.0000,5038080,21354.50570356
576,0.0000,5022720,21479.26024178
576,8.0000,5031936,17921.98527045
576,16.0000,5031936,15709.46675295
576,24.0000,5013504,13398.19321507
576,32.0000,5059584,12917.61696920
576,40.0000,5068800,14557.05213500
576,48.0000,5068800,15874.57077661
576,56.0000,4976640,16660.32419800
576,64.0000,5031936,17777.98695522
576,72.0000,5031936,18563.62535010
576,80.0000,4976640,19044.48172619
640,0.0000,5017600,21455.88567444
640,8.0000,5038080,17946.49765772
640,16.0000,5017600,15322.07733276
640,24.0000,4997120,13645.23984638
640,32.0000,5068800,12033.47894491
640,40.0000,5017600,13142.53675587
640,48.0000,5068800,14483.44696386
640,56.0000,5038080,15398.95896818
640,64.0000,5058560,16308.86886634
640,72.0000,5017600,16891.57559007
640,80.0000,5068800,17698.03210216
704,0.0000,5012480,21410.24295992
704,8.0000,5001216,17843.00285837
704,16.0000,5046272,15425.96948948
704,24.0000,5046272,13442.49506477
704,32.0000,5068800,12032.60891758
704,40.0000,5068800,12294.09240333
704,48.0000,5080064,13462.74344582
704,56.0000,5001216,14151.92848256
704,64.0000,4978688,14864.52604118
704,72.0000,5046272,15736.84525937
704,80.0000,5068800,16376.48602602
768,0.0000,5038080,21611.79858354
768,8.0000,5013504,17849.64497815
768,16.0000,4988928,15235.75822050
768,24.0000,5013504,13396.21137279
768,32.0000,4976640,11800.42540149
768,40.0000,5038080,11370.82726341
768,48.0000,5001216,12311.38335989
768,56.0000,5013504,13208.48414718
768,64.0000,5111808,14212.20978910
768,72.0000,4988928,14482.85293787
768,80.0000,4976640,14984.57217632
