tpb,gpuA,nX,time
320,8.0000,122880,96.85115548
320,16.0000,107520,86.55332290
320,24.0000,122880,87.92416119
320,32.0000,92160,64.67196639
320,40.0000,102400,94.26139163
320,48.0000,112640,94.00019329
320,56.0000,122880,72.79924938
320,64.0000,133120,81.34658107
320,72.0000,143360,75.37487572
320,80.0000,153600,78.49613146
320,0.0000,998400,110.10594585
320,8.0000,1013760,110.45622484
320,16.0000,1003520,158.27723905
320,24.0000,1024000,185.32038581
320,32.0000,1013760,212.08334515
320,40.0000,1024000,231.83475273
320,48.0000,1013760,246.43413282
320,56.0000,1044480,266.39767465
320,64.0000,998400,267.55152711
320,72.0000,1003520,275.85145229
320,80.0000,998400,281.68047126
320,0.0000,10009600,10940.03794378
320,8.0000,10014720,7060.54931772
320,16.0000,9999360,2790.11743545
320,24.0000,9994240,1468.59491189
320,32.0000,9999360,1611.45632341
320,40.0000,10035200,1813.08234193
320,48.0000,10024960,1964.92465149
320,56.0000,10014720,2094.49287725
320,64.0000,9984000,2203.87765488
320,72.0000,10035200,2308.32067968
320,80.0000,9984000,2381.04944414
384,0.0000,122880,83.33998259
384,8.0000,110592,80.24274632
384,16.0000,129024,80.72376752
384,24.0000,98304,83.55462011
384,32.0000,110592,81.86364936
384,40.0000,122880,90.06924894
384,48.0000,135168,86.99264677
384,56.0000,147456,72.66881710
384,64.0000,159744,91.49571942
384,72.0000,86016,104.77350412
384,80.0000,92160,138.94410403
384,0.0000,1013760,166.13139146
384,8.0000,995328,110.29063949
384,16.0000,1032192,247.60461415
384,24.0000,1032192,389.29848866
384,32.0000,995328,207.91915564
384,40.0000,1044480,233.99570645
384,48.0000,1013760,246.05065571
384,56.0000,1032192,263.68557242
384,64.0000,1038336,276.13040000
384,72.0000,1032192,281.38593175
384,80.0000,1013760,285.33442284
384,0.0000,10014720,10972.87791269
384,8.0000,10027008,7232.75080495
384,16.0000,10020864,2299.33148509
384,24.0000,10027008,1366.77697089
384,32.0000,10008576,1609.18213845
384,40.0000,10014720,1801.23493759
384,48.0000,10002432,1953.00049212
384,56.0000,10027008,2088.93371078
384,64.0000,9984000,2197.10014694
384,72.0000,10063872,2306.43687371
384,80.0000,10045440,2388.33988400
448,0.0000,107520,91.28028325
448,8.0000,129024,95.81821095
448,16.0000,100352,92.43717540
448,24.0000,114688,85.90395084
448,32.0000,129024,70.85755827
448,40.0000,143360,96.12838993
448,48.0000,157696,72.81521071
448,56.0000,86016,64.44292911
448,64.0000,93184,68.78115548
448,72.0000,100352,68.71131425
448,80.0000,107520,95.26267575
448,0.0000,1003520,109.46013797
448,8.0000,1032192,114.93824618
448,16.0000,1003520,157.54807228
448,24.0000,1032192,186.62526890
448,32.0000,1032192,215.75756129
448,40.0000,1003520,227.77006225
448,48.0000,1025024,248.98165101
448,56.0000,1032192,264.62667078
448,64.0000,1025024,272.82631020
448,72.0000,1003520,275.87721213
448,80.0000,1075200,300.91520393
448,0.0000,9999360,11010.38053175
448,8.0000,10020864,7003.85804999
448,16.0000,10035200,2838.37229018
448,24.0000,10035200,1678.11164248
448,32.0000,9999360,1605.54756934
448,40.0000,10035200,1803.01870813
448,48.0000,10013696,1953.02019643
448,56.0000,10063872,2093.84805876
448,64.0000,10063872,2205.27084379
448,72.0000,10035200,2297.97675117
448,80.0000,9999360,2371.30938777
512,0.0000,122880,96.38373539
512,8.0000,98304,96.82246324
512,16.0000,114688,91.00600830
512,24.0000,131072,93.08720307
512,32.0000,147456,88.79360643
512,40.0000,81920,68.62632227
512,48.0000,90112,91.63266021
512,56.0000,98304,65.45882756
512,64.0000,106496,93.75616024
512,72.0000,114688,91.99714823
512,80.0000,122880,97.07954906
512,0.0000,1024000,111.81401036
512,8.0000,1032192,113.32928732
512,16.0000,1032192,160.01059850
512,24.0000,1048576,190.51507618
512,32.0000,1032192,215.53777419
512,40.0000,983040,224.74521816
512,48.0000,991232,242.00804168
512,56.0000,983040,253.86815309
512,64.0000,1064960,281.75971763
512,72.0000,1032192,282.35903621
512,80.0000,983040,279.96029569
512,0.0000,9994240,10952.31022455
512,8.0000,10027008,7485.04814425
512,16.0000,10035200,2552.78346360
512,24.0000,10027008,1579.66156506
512,32.0000,10027008,1609.99135026
512,40.0000,9994240,1796.97624368
512,48.0000,10002432,1955.16584444
512,56.0000,10027008,2090.36108720
512,64.0000,10010624,2201.14394108
512,72.0000,9977856,2285.64446345
512,80.0000,10076160,2393.50032725
576,0.0000,92160,80.75286505
576,8.0000,110592,83.24953110
576,16.0000,129024,86.46152442
576,24.0000,147456,95.80285756
576,32.0000,82944,81.88355631
576,40.0000,92160,85.24473259
576,48.0000,101376,96.00350061
576,56.0000,110592,98.37472900
576,64.0000,119808,83.83840747
576,72.0000,129024,94.60751042
576,80.0000,138240,74.05199293
576,0.0000,1013760,110.50342935
576,8.0000,995328,111.60356880
576,16.0000,1032192,161.51142802
576,24.0000,1032192,187.47348403
576,32.0000,995328,209.37418724
576,40.0000,1013760,229.67902012
576,48.0000,1013760,247.34168737
576,56.0000,995328,256.37437925
576,64.0000,1078272,283.84160378
576,72.0000,1032192,282.87305289
576,80.0000,967680,275.72831525
576,0.0000,9999360,10871.87455956
576,8.0000,10008576,6829.32502907
576,16.0000,9999360,2299.74066244
576,24.0000,10027008,1694.00075490
576,32.0000,10036224,1612.29528837
576,40.0000,10045440,1810.10504805
576,48.0000,10036224,1966.69676394
576,56.0000,10063872,2122.75505686
576,64.0000,10063872,2210.52707884
576,72.0000,10063872,2307.36183194
576,80.0000,10091520,2396.15728602
640,0.0000,102400,95.95006175
640,8.0000,122880,91.09439757
640,16.0000,143360,87.86080462
640,24.0000,81920,90.37943984
640,32.0000,92160,93.85710162
640,40.0000,102400,89.45578093
640,48.0000,112640,63.19384510
640,56.0000,122880,88.78136425
640,64.0000,133120,91.55117281
640,72.0000,143360,75.09714389
640,80.0000,153600,87.05104448
640,0.0000,1024000,109.60401639
640,8.0000,1044480,114.18703872
640,16.0000,1003520,157.78156777
640,24.0000,983040,182.06990175
640,32.0000,1013760,213.04414783
640,40.0000,1024000,233.35627595
640,48.0000,1013760,247.63482027
640,56.0000,983040,254.72716805
640,64.0000,1064960,281.14924162
640,72.0000,1003520,277.22708255
640,80.0000,1075200,304.38707242
640,0.0000,10035200,11047.70346371
640,8.0000,10014720,7336.41593267
640,16.0000,10035200,3146.47137812
640,24.0000,9994240,1366.80245656
640,32.0000,10045440,1617.76467089
640,40.0000,10035200,1809.23737894
640,48.0000,10024960,1960.81560544
640,56.0000,10076160,2103.72441221
640,64.0000,9984000,2197.32004132
640,72.0000,10035200,2304.07319089
640,80.0000,9984000,2375.37018031
704,0.0000,112640,86.32107905
704,8.0000,135168,98.68086699
704,16.0000,157696,77.18624183
704,24.0000,90112,90.61580813
704,32.0000,101376,87.03805132
704,40.0000,112640,78.71686027
704,48.0000,123904,91.19783030
704,56.0000,135168,91.19134564
704,64.0000,146432,86.52242540
704,72.0000,157696,85.15024011
704,80.0000,168960,95.78357046
704,0.0000,1013760,112.89750902
704,8.0000,1013760,119.12694389
704,16.0000,1025024,172.19284500
704,24.0000,991232,202.11768457
704,32.0000,1013760,233.60421888
704,40.0000,1013760,255.74636843
704,48.0000,991232,270.22453065
704,56.0000,1081344,305.13894742
704,64.0000,1025024,303.14144531
704,72.0000,1103872,335.78980679
704,80.0000,1013760,320.39208625
704,0.0000,10024960,10931.59231637
704,8.0000,10002432,7420.48327014
704,16.0000,10013696,2385.81291646
704,24.0000,10002432,1829.28833257
704,32.0000,10036224,1865.22694434
704,40.0000,10024960,2026.41357905
704,48.0000,10036224,2206.95701064
704,56.0000,10002432,2343.53217499
704,64.0000,10103808,2497.21958520
704,72.0000,10092544,2601.96495733
704,80.0000,9968640,2661.66291447
768,0.0000,122880,98.16489537
768,8.0000,147456,92.02195444
768,16.0000,86016,92.18218756
768,24.0000,98304,71.79345937
768,32.0000,110592,86.96559953
768,40.0000,122880,90.55876933
768,48.0000,135168,82.00030405
768,56.0000,147456,90.32547650
768,64.0000,159744,76.48177400
768,72.0000,172032,95.51623316
768,80.0000,184320,97.94085272
768,0.0000,1044480,111.34942730
768,8.0000,1032192,119.40968227
768,16.0000,1032192,169.68450894
768,24.0000,983040,200.00925184
768,32.0000,995328,225.74892211
768,40.0000,983040,245.53631718
768,48.0000,1081344,282.96654406
768,56.0000,1032192,287.78920084
768,64.0000,1118208,320.10809623
768,72.0000,1032192,309.48033268
768,80.0000,1105920,336.74326654
768,0.0000,10014720,11141.69540814
768,8.0000,10027008,7420.26418634
768,16.0000,10063872,3021.29358979
768,24.0000,10027008,1490.83424792
768,32.0000,10063872,1762.58342492
768,40.0000,10076160,1979.36673086
768,48.0000,10002432,2138.19224562
768,56.0000,10027008,2290.26228122
768,64.0000,10063872,2415.99415047
768,72.0000,9977856,2505.38597881
768,80.0000,10137600,2632.00064408
64,0.0000,5002240,457.44363478
64,8.0000,5001216,343.85655834
64,16.0000,5003264,552.55237135
64,24.0000,5005312,709.85036697
64,32.0000,5004288,829.23443244
64,40.0000,5007360,926.74591477
64,48.0000,5001216,1004.66346903
64,56.0000,5001216,1071.13608515
64,64.0000,5005312,1128.68591485
64,72.0000,5003264,1175.40153275
64,80.0000,5007360,1218.96820398
128,0.0000,5007360,500.14373356
128,8.0000,5001216,351.50217644
128,16.0000,5003264,562.96064582
128,24.0000,4997120,724.67946379
128,32.0000,5013504,851.33804356
128,40.0000,4997120,946.03614851
128,48.0000,5001216,1028.47493009
128,56.0000,5013504,1099.27153970
128,64.0000,5005312,1154.31348632
128,72.0000,5017600,1208.06639197
128,80.0000,5007360,1250.18203683
192,0.0000,5007360,551.99045878
192,8.0000,5013504,347.67826476
192,16.0000,5010432,558.49053289
192,24.0000,5013504,719.74960746
192,32.0000,5004288,841.94839731
192,40.0000,5007360,937.81966566
192,48.0000,5001216,1018.47642899
192,56.0000,5013504,1086.98835183
192,64.0000,4992000,1138.93355091
192,72.0000,5031936,1197.12043897
192,80.0000,5022720,1240.50532512
256,0.0000,4997120,487.12764786
256,8.0000,5013504,346.00125272
256,16.0000,5017600,557.66072275
256,24.0000,5013504,718.31283781
256,32.0000,5013504,840.83285679
256,40.0000,4997120,934.52856902
256,48.0000,5001216,1015.10923294
256,56.0000,5013504,1084.89675061
256,64.0000,5005312,1139.32888875
256,72.0000,4988928,1189.04620145
256,80.0000,5038080,1243.49817503
320,0.0000,5017600,554.59602899
320,8.0000,5007360,345.86789995
320,16.0000,5017600,555.10013987
320,24.0000,4997120,770.85450651
320,32.0000,5022720,983.32283074
320,40.0000,5017600,929.86911352
320,48.0000,5012480,1007.39397625
320,56.0000,5038080,1079.93830932
320,64.0000,4992000,1126.01815626
320,72.0000,5017600,1180.98604185
320,80.0000,4992000,1216.87541073
384,0.0000,5007360,521.95834813
384,8.0000,5013504,343.80565851
384,16.0000,5031936,553.39363693
384,24.0000,5013504,710.09244509
384,32.0000,5031936,834.28784303
384,40.0000,5038080,930.71996304
384,48.0000,5001216,1003.32218125
384,56.0000,5013504,1070.26153800
384,64.0000,5031936,1129.88256131
384,72.0000,4988928,1171.46487856
384,80.0000,5068800,1232.29613752
448,0.0000,5017600,454.27183683
448,8.0000,5031936,347.25583200
448,16.0000,5017600,551.47513086
448,24.0000,4988928,706.71857366
448,32.0000,5031936,832.59012537
448,40.0000,5017600,926.56032710
448,48.0000,5046272,1015.96414730
448,56.0000,4988928,1163.16168721
448,64.0000,5031936,1130.61936901
448,72.0000,5017600,1175.83095083
448,80.0000,5053440,1227.10414114
512,0.0000,4997120,480.74075731
512,8.0000,5013504,344.67381636
512,16.0000,4988928,549.02755274
512,24.0000,5046272,714.67371513
512,32.0000,5013504,831.24918328
512,40.0000,4997120,924.29698965
512,48.0000,5046272,1012.50342432
512,56.0000,5013504,1071.84139933
512,64.0000,5005312,1124.91060237
512,72.0000,5046272,1182.94315787
512,80.0000,5038080,1224.60242087
576,0.0000,5022720,583.21193256
576,8.0000,5031936,346.68750628
576,16.0000,5031936,555.01530286
576,24.0000,5013504,711.91796064
576,32.0000,5059584,838.86415420
576,40.0000,5068800,935.91300841
576,48.0000,5068800,1017.57892328
576,56.0000,4976640,1064.29404053
576,64.0000,5031936,1131.71806610
576,72.0000,5031936,1180.17919027
576,80.0000,4976640,1210.73826308
640,0.0000,5017600,481.27494319
640,8.0000,5038080,347.20039053
640,16.0000,5017600,554.10598410
640,24.0000,4997120,710.65726623
640,32.0000,5068800,841.61342403
640,40.0000,5017600,928.09714411
640,48.0000,5068800,1019.00939899
640,56.0000,5038080,1079.47017400
640,64.0000,5058560,1139.07634458
640,72.0000,5017600,1179.15903626
640,80.0000,5068800,1233.79426112
704,0.0000,5012480,538.57736639
704,8.0000,5001216,385.45573093
704,16.0000,5046272,622.99494707
704,24.0000,5046272,799.17184151
704,32.0000,5068800,940.05854259
704,40.0000,5068800,1050.82340869
704,48.0000,5080064,1144.37992719
704,56.0000,5001216,1200.12249138
704,64.0000,4978688,1289.10863503
704,72.0000,5046272,1329.79571143
704,80.0000,5068800,1382.93469610
768,0.0000,5038080,858.11195156
768,8.0000,5013504,441.29742461
768,16.0000,4988928,602.93660284
768,24.0000,5013504,774.49737218
768,32.0000,4976640,901.21138150
768,40.0000,5038080,1016.15655339
768,48.0000,5001216,1097.20348114
768,56.0000,5013504,1170.79666046
768,64.0000,5111808,1255.55431632
768,72.0000,4988928,1279.27973642
768,80.0000,4976640,1320.62476752
